TICKER;PER;DATE;TIME;OPEN;HIGH;LOW;CLOSE;VOL
EURRUB;60;40820;150000;86.8806000;86.9085000;86.6082000;86.7466000;18443
EURRUB;60;40820;160000;86.7479000;86.8809000;86.6350000;86.6763000;19611
EURRUB;60;40820;170000;86.6754000;86.7770000;86.2810000;86.3030000;22497
EURRUB;60;40820;180000;86.3261000;86.7164000;86.2541000;86.7040000;20771
EURRUB;60;40820;190000;86.7055000;86.7959000;86.4150000;86.5220000;17376
EURRUB;60;40820;200000;86.5180000;86.6637000;86.4052000;86.6340000;14843
EURRUB;60;40820;210000;86.6333000;86.7160000;86.4241000;86.5518000;12497
EURRUB;60;40820;220000;86.5517000;86.7620000;86.4793000;86.6662000;11371
EURRUB;60;40820;230000;86.6633000;86.8190000;86.5477000;86.7939000;10413
EURRUB;60;50820;0;86.7964000;86.7990000;86.3874000;86.4795000;4121
EURRUB;60;50820;10000;86.4510000;86.8160000;86.4510000;86.5286000;89
EURRUB;60;50820;20000;86.5113000;86.6200000;86.4597000;86.6030000;1610
EURRUB;60;50820;30000;86.5250000;86.6940000;86.4663000;86.6380000;2581
EURRUB;60;50820;40000;86.6648000;86.7280000;86.5180000;86.5998000;3023
EURRUB;60;50820;50000;86.6065000;86.7180000;86.5480000;86.6187000;5284
EURRUB;60;50820;60000;86.6157000;86.8110000;86.5710000;86.7910000;3084
EURRUB;60;50820;70000;86.7830000;86.7830000;86.5340000;86.6020000;66
EURRUB;60;50820;80000;86.6020000;86.7790000;86.5350000;86.6107000;2688
EURRUB;60;50820;90000;86.6111000;86.7240000;86.3998000;86.4535000;1200
EURRUB;60;50820;100000;86.4535000;86.8240000;86.3845000;86.6004000;8185
EURRUB;60;50820;110000;86.5932000;86.8164000;86.4311000;86.4726000;24410
EURRUB;60;50820;120000;86.4750000;86.6256000;86.3993000;86.4675000;22315
EURRUB;60;50820;130000;86.5162000;86.5882000;86.2476000;86.5329000;23081
EURRUB;60;50820;140000;86.5168000;86.7032000;86.3978000;86.4766000;19040
EURRUB;60;50820;150000;86.4780000;86.5191000;86.2431000;86.3052000;16981
EURRUB;60;50820;160000;86.3040000;86.6943000;86.2265000;86.6194000;23998
EURRUB;60;50820;170000;86.6187000;86.7554000;86.4293000;86.4406000;24990
EURRUB;60;50820;180000;86.4500000;86.7345000;86.4030000;86.5804000;26380
EURRUB;60;50820;190000;86.5822000;86.6080000;86.3919000;86.5718000;20373
EURRUB;60;50820;200000;86.5718000;86.6000000;86.2980000;86.3889000;13998
EURRUB;60;50820;210000;86.3889000;86.5911000;86.3236000;86.5911000;5712
EURRUB;60;50820;220000;86.5736000;86.5971000;86.3869000;86.4877000;363
EURRUB;60;50820;230000;86.4722000;86.5110000;86.2856000;86.2981000;247
EURRUB;60;60820;0;86.2834000;86.4800000;86.2144000;86.4528000;220
EURRUB;60;60820;10000;86.5480000;86.5810000;86.3296000;86.3636000;44
EURRUB;60;60820;20000;86.3442000;86.5780000;86.2740000;86.5000000;41
EURRUB;60;60820;30000;86.4750000;86.5250000;86.2440000;86.4950000;12
EURRUB;60;60820;40000;86.4700000;86.5470000;86.2380000;86.2560000;12
EURRUB;60;60820;50000;86.3160000;86.5260000;86.2470000;86.2480000;12
EURRUB;60;60820;60000;86.4430000;86.4430000;86.2220000;86.3820000;12
EURRUB;60;60820;70000;86.3450000;86.4060000;86.1880000;86.3770000;12
EURRUB;60;60820;80000;86.3940000;86.5130000;86.2350000;86.4493000;960
EURRUB;60;60820;90000;86.4492000;86.7100000;86.3854000;86.5460000;376
EURRUB;60;60820;100000;86.5840000;86.7160000;86.2590000;86.5407000;9465
EURRUB;60;60820;110000;86.5407000;86.7738000;86.2634000;86.7738000;19938
EURRUB;60;60820;120000;86.7723000;86.8645000;86.6804000;86.8125000;21810
EURRUB;60;60820;130000;86.8125000;87.0869000;86.7644000;86.9479000;20742
EURRUB;60;60820;140000;86.9479000;87.0359000;86.7700000;86.9973000;17404
EURRUB;60;60820;150000;86.9980000;87.1109000;86.8416000;86.9071000;19423
EURRUB;60;60820;160000;86.9112000;87.0010000;86.7707000;86.8829000;21301
EURRUB;60;60820;170000;86.8807000;86.9921000;86.7951000;86.8957000;24266
EURRUB;60;60820;180000;86.8957000;86.9494000;86.7411000;86.9035000;26544
EURRUB;60;60820;190000;86.9035000;87.0053000;86.7613000;86.9696000;17058
EURRUB;60;60820;200000;86.9691000;87.1687000;86.8510000;87.0824000;14861
EURRUB;60;60820;210000;87.0832000;87.2190000;86.9914000;87.1567000;10267
EURRUB;60;60820;220000;87.1567000;87.2783000;87.0427000;87.1740000;9855
EURRUB;60;60820;230000;87.1740000;87.2142000;87.0061000;87.0971000;9010
EURRUB;60;70820;0;87.0971000;87.2040000;86.9616000;87.2040000;4547
EURRUB;60;70820;10000;87.8590000;87.8590000;87.0672000;87.0965000;31
EURRUB;60;70820;20000;87.1133000;87.1800000;86.7250000;87.0620000;20
EURRUB;60;70820;30000;87.0420000;87.0420000;86.7020000;86.9536000;190
EURRUB;60;70820;40000;86.9130000;87.0235000;86.7290000;86.9891000;1726
EURRUB;60;70820;50000;86.9884000;86.9913000;86.7475000;86.8297000;158
EURRUB;60;70820;60000;86.8216000;86.9740000;86.5994000;86.6489000;3229
EURRUB;60;70820;70000;86.6494000;86.7000000;86.5474000;86.5626000;8423
EURRUB;60;70820;80000;86.5613000;87.0450000;86.4150000;86.6210000;603
EURRUB;60;70820;90000;86.5720000;87.1210000;86.5720000;86.9821000;582
EURRUB;60;70820;100000;86.9828000;87.2040000;86.9360000;86.9485000;4409
EURRUB;60;70820;110000;86.9493000;87.3538000;86.9493000;87.0348000;26094
EURRUB;60;70820;120000;87.0345000;87.1246000;86.9142000;87.1006000;22131
EURRUB;60;70820;130000;87.1001000;87.2426000;86.9940000;87.0731000;22870
EURRUB;60;70820;140000;87.0731000;87.0888000;86.7907000;86.9195000;18725
EURRUB;60;70820;150000;86.9201000;86.9389000;86.7237000;86.9323000;17961
EURRUB;60;70820;160000;86.9323000;87.0447000;86.6151000;86.9012000;27523
EURRUB;60;70820;170000;86.9043000;86.9320000;86.6325000;86.7766000;31184
EURRUB;60;70820;180000;86.7804000;86.9726000;86.6537000;86.9353000;28905
EURRUB;60;70820;190000;86.9346000;86.9631000;86.6380000;86.8561000;20319
EURRUB;60;70820;200000;86.8561000;86.9105000;86.6942000;86.8511000;13435
EURRUB;60;70820;210000;86.8504000;86.9520000;86.7818000;86.8878000;12487
EURRUB;60;70820;220000;86.8877000;86.9290000;86.7767000;86.8273000;11477
EURRUB;60;70820;230000;86.8270000;86.8861000;86.7642000;86.8376000;8326
EURRUB;60;80820;0;86.8369000;86.9030000;86.7038000;86.7290000;3978
EURRUB;60;80820;10000;86.9300000;86.9300000;86.9100000;86.9100000;6
EURRUB;60;90820;230000;86.8910000;86.8910000;86.8870000;86.8870000;6
EURRUB;60;100820;0;86.7070000;86.7070000;86.7070000;86.7070000;1
EURRUB;60;100820;10000;87.4490000;87.4490000;86.4823000;86.5900000;24
EURRUB;60;100820;20000;86.4889000;86.6240000;86.4560000;86.4600000;21
EURRUB;60;100820;30000;86.6540000;86.6540000;86.5020000;86.5090000;12
EURRUB;60;100820;40000;86.5050000;86.7970000;86.5050000;86.6400000;12
EURRUB;60;100820;50000;86.6320000;86.8070000;86.6250000;86.7790000;12
EURRUB;60;100820;60000;86.7720000;86.8890000;86.6140000;86.8850000;12
EURRUB;60;100820;70000;86.5590000;86.8950000;86.5460000;86.5760000;12
EURRUB;60;100820;80000;86.4470000;86.7960000;86.1670000;86.1670000;12
EURRUB;60;100820;90000;86.3320000;86.6020000;85.8860000;86.4204000;1382
EURRUB;60;100820;100000;86.4211000;86.9141000;86.4047000;86.8657000;3778
EURRUB;60;100820;110000;86.8665000;87.1122000;86.6320000;86.7293000;31125
EURRUB;60;100820;120000;86.7301000;86.7806000;86.4960000;86.6563000;28387
EURRUB;60;100820;130000;86.6606000;86.6852000;86.4960000;86.6019000;24891
EURRUB;60;100820;140000;86.6019000;86.6720000;86.3940000;86.5701000;21546
EURRUB;60;100820;150000;86.5778000;86.6926000;86.4280000;86.6715000;20377
EURRUB;60;100820;160000;86.6708000;86.7463000;86.4960000;86.6920000;19013
EURRUB;60;100820;170000;86.6912000;86.6912000;86.3566000;86.5834000;29534
EURRUB;60;100820;180000;86.5827000;86.5867000;86.3260000;86.5440000;32386
EURRUB;60;100820;190000;86.5440000;86.6032000;86.2878000;86.3778000;21760
EURRUB;60;100820;200000;86.3779000;86.3801000;86.0880000;86.2574000;13519
EURRUB;60;100820;210000;86.2586000;86.3540000;86.1602000;86.3225000;10612
EURRUB;60;100820;220000;86.3210000;86.3520000;86.1529000;86.2049000;10295
EURRUB;60;100820;230000;86.2049000;86.2944000;86.0540000;86.2629000;9666
EURRUB;60;110820;0;86.2527000;86.2620000;86.0018000;86.1317000;6265
EURRUB;60;110820;10000;86.7500000;86.7500000;86.1220000;86.1220000;12
EURRUB;60;110820;20000;86.3370000;86.3610000;86.0570000;86.3610000;12
EURRUB;60;110820;30000;86.1860000;86.1920000;86.1670000;86.1670000;12
EURRUB;60;110820;40000;86.3200000;86.3200000;86.0330000;86.2340000;12
EURRUB;60;110820;50000;86.0430000;86.2830000;85.9965000;86.0662000;2093
EURRUB;60;110820;60000;86.0662000;86.2255000;86.0185000;86.0735000;4286
EURRUB;60;110820;70000;86.0713000;86.3830000;86.0126000;86.2237000;1543
EURRUB;60;110820;80000;86.2230000;86.4000000;86.0870000;86.0870000;1651
EURRUB;60;110820;90000;86.3400000;86.3400000;85.9100000;86.0777000;2443
EURRUB;60;110820;100000;86.0624000;86.3320000;85.8984000;86.2439000;10000
EURRUB;60;110820;110000;86.2437000;86.2899000;85.7426000;85.8794000;35910
EURRUB;60;110820;120000;85.8787000;85.9498000;85.6120000;85.7493000;33009
EURRUB;60;110820;130000;85.7688000;85.9473000;85.6120000;85.8533000;28831
EURRUB;60;110820;140000;85.8573000;85.9461000;85.7532000;85.8693000;26258
EURRUB;60;110820;150000;85.8689000;85.9537000;85.7140000;85.7842000;27087
