    11.400    47.267
    12.950    47.050
    16.350    48.233
     8.317    56.767
     2.337    48.823
    10.883    49.883
    11.017    47.800
    13.067    52.383
     5.217    53.371
     6.601    53.185
     7.061    52.879
     5.068    52.645
     6.051    52.396
     4.704    52.311
     6.701    51.983
     3.865    51.677
     4.531    51.569
     5.967    51.182
    11.383    59.117
     6.217    60.650
     9.350    47.250
    10.317    47.733
